Hole_ID,Depth_From,Depth_To,Mg_ppm,Al_ppm,Si_ppm,P_ppm,K_ppm,Ca_ppm,Ti_ppm,V_ppm,Cr_ppm,Mn_ppm,Fe_ppm,Ni_ppm,Cu_ppm,Zn_ppm,Rb_ppm,Sr_ppm,Y_ppm,Zr_ppm,Nb_ppm,Mo_ppm,Pb_ppm,LE_ppm
MSDP02,75.4,75.8,28323.37,84252.69,343229.82,1371.47,31159.03,4796.96,7694.41,116.47,114.36,471.61,45440.58,42.16,21.46,212.04,162.45,130.25,41.03,244.75,29.18,1.6400410528747902,12.91,452041.3
MSDP02,75.8,76.4,24403.55,82447.95,347875.13,1339.79,30435.31,4630.57,7992.34,110.88,95.4,480.56,45342.93,42.58,16.78,174.04,159.4,128.37,39.84,247.0,29.57,1.55060621704904,15.54,453902.37
MSDP02,76.4,78.4,25989.47,83226.38,345822.38,1304.15,30745.37,4269.83,7712.96,97.05,107.32,429.6,45151.43,46.06,5.30063704520733,132.01,160.79,121.61,41.52,251.95,33.26,1.5592287985349398,16.57,454256.47
MSDP02,78.4,79.4,28144.55,83754.81,346904.14,1263.4,31802.53,4662.84,7491.82,116.01,66.59,461.41,46397.81,41.45,14.54,225.8,170.34,125.99,39.25,239.83,29.56,1.4684875432480902,16.09,447917.46
MSDP02,79.4,80.4,20101.09,83827.22,352673.78,1168.78,31422.49,4458.54,7727.02,110.71,77.84,431.1,44724.57,38.32,5.20069271612926,132.53,163.69,132.04,40.21,263.62,29.3,1.4475468038889,13.79,452354.29
MSDP02,80.4,81.4,23678.87,82966.02,347909.43,1154.87,30905.21,4251.47,7826.96,91.26,129.69,388.31,44630.93,36.23,5.11064110904554,122.64,164.73,126.65,39.07,264.21,29.12,1.59088613483859,15.11,455159.59
MSDP02,81.4,82.0,21604.22,78291.24,338774.17,1126.63,29691.36,4367.01,7693.45,110.82,69.71,427.44,44912.72,43.66,5.430838681924231,139.68,160.58,125.38,39.19,257.93,31.58,1.3848272625518,14.78,472024.59
MSDP02,82.0,82.6,26766.52,79014.19,353606.47,1242.18,30299.19,4614.41,7824.02,94.04,148.87,437.59,44207.68,34.04,5.11391756253795,162.12,162.53,118.87,42.29,275.65,29.98,1.68942791137021,19.24,450811.06
MSDP02,82.6,84.4,19924.14,79226.18,347731.94,1128.29,29805.38,4422.61,7893.36,128.87,68.52,444.83,44094.73,44.07,5.272448813554071,109.12,157.2,121.29,40.48,281.38,29.36,1.32264926280186,16.41,464250.1
MSDP02,84.4,85.4,24653.73,81602.03,348539.54,1181.56,30444.72,4987.99,7630.2,140.13,113.97,454.1,45276.43,43.05,5.18196991718596,156.37,160.76,146.06,39.79,269.12,28.77,1.5950598934983302,16.18,454005.3
MSDP02,85.4,86.4,19741.58,78713.62,343928.13,1164.08,29250.24,5567.71,7839.04,126.93,118.41,433.11,43960.24,38.87,5.23185615115826,129.81,150.78,154.77,39.67,263.88,28.51,1.58725606084081,13.93,468235.3
MSDP02,86.4,87.4,27647.43,80450.17,353989.35,1280.73,29847.84,5247.6,7690.91,150.98,31.991904635571498,474.77,44470.04,36.74,4.88450158878058,111.18,157.43,170.93,39.67,281.97,29.24,1.4647516594757,14.22,447801.22
MSDP02,87.4,88.6,35379.55,81344.0,333205.78,1356.33,28104.97,4790.56,7217.88,96.94,106.11,503.45,43409.5,40.57,5.187820625895959,192.88,162.02,899.04,42.14,274.3,29.6,1.6458769893786498,11.28,461761.04
MSDP02,88.6,89.8,35104.92,82711.07,339368.43,1343.3,27663.07,4708.06,7060.91,82.2,111.5,465.09,40775.66,39.47,5.121297639353769,232.06,158.07,458.78,38.6,274.04,27.93,1.6540339820774599,13.61,458934.42
MSDP02,89.8,90.4,24370.8,80012.23,343331.23,1263.54,28695.08,5483.45,8017.27,106.48,93.21,567.7,42609.01,36.81,5.17328882397156,136.21,153.08,255.21,38.24,288.26,31.15,3.43,14.36,464373.27
MSDP02,90.4,91.6,26401.16,84553.29,344786.66,1305.44,29631.45,5023.96,7321.4,117.67,96.99,558.13,43000.93,44.17,5.29064751815839,264.79,161.55,248.07,39.49,261.73,29.79,1.64426079690323,12.11,456033.41
MSDP02,91.6,92.8,30994.76,84257.74,336954.4,1169.69,29723.45,5116.11,7764.7,98.97,80.67,554.61,44385.51,33.65,5.20693960096633,208.06,168.22,191.1,41.7,268.21,30.31,1.57699152723237,15.26,457848.26
MSDP02,92.8,93.4,36549.18,84873.97,333237.8,1231.96,29226.08,5050.72,7112.4,77.34,99.9,548.45,43518.22,39.22,5.1321703205968,193.72,163.8,178.24,42.16,264.9,27.66,1.60965384610338,14.29,457435.36
MSDP02,93.4,94.4,25868.1,79946.88,327949.05,1222.59,29226.67,5685.66,7004.43,108.42,97.88,656.35,44969.42,42.88,5.471530959089691,252.94,156.39,147.48,37.49,224.8,26.04,4.24,14.03,476249.83
MSDP02,94.4,95.4,25872.75,82778.12,337857.09,1201.54,29450.45,5980.91,7200.91,103.97,112.73,631.55,43511.71,38.91,5.21543548177595,184.42,154.02,135.71,37.08,252.85,30.92,1.6516454972418702,13.39,464343.58
MSDP02,95.4,96.4,32669.53,84496.82,339799.68,1195.22,29177.0,5699.64,7130.06,111.66,101.97,643.21,42753.8,34.04,36.12,191.02,161.0,140.39,39.61,261.45,29.45,5.13,14.77,455218.93
MSDP02,96.4,97.4,31225.22,83420.7,340750.99,1209.43,30450.65,5879.68,7449.64,90.07,113.64,646.53,43408.55,39.7,157.05,171.93,163.11,133.76,41.33,257.82,29.44,1.6640229122727501,14.7,454224.58
MSDP02,97.4,98.4,26455.16,85679.15,340092.14,1273.26,29632.37,6122.61,7323.9,104.62,127.26,663.06,41481.83,36.17,281.23,175.56,162.24,131.74,39.44,259.16,31.38,4.11,14.9,459641.69
MSDP02,98.4,99.4,22316.1,85937.61,348004.75,1172.08,31172.62,6918.32,7464.69,90.15,126.08,806.94,42021.4,37.46,399.71,168.47,164.64,132.37,40.7,265.39,28.08,1.71059269896281,14.45,452619.48
MSDP02,99.4,100.4,29973.91,79701.32,319411.72,1209.25,28466.25,5582.42,7064.39,101.96,114.17,552.14,41125.65,36.97,166.05,158.27,156.57,124.37,36.76,237.55,27.77,1.6177945666504499,14.69,485633.95
MSDP02,100.4,101.4,21360.74,77205.95,335865.1,1104.83,29127.32,5171.21,7307.65,106.96,142.47,529.04,42791.94,41.7,67.55,157.92,154.82,125.29,38.98,256.64,30.57,1.67602986671473,17.38,478317.88
MSDP02,101.4,102.4,25308.14,83157.15,339022.28,1166.82,30639.0,4560.94,7382.68,115.97,81.3,478.1,44878.72,29.37,46.67,136.96,164.89,140.49,39.75,260.58,30.28,1.51939595712846,15.6,462234.68
MSDP02,102.4,103.4,27544.52,77645.68,326490.31,1167.32,28414.26,4266.11,6950.09,84.78,131.84,404.3,41505.86,33.9,22.79,118.89,156.29,135.72,37.46,245.44,27.05,1.58419333780425,15.72,484525.89
MSDP02,103.4,104.4,54194.13,85002.06,298238.96,1527.29,24613.89,3806.66,6403.4,97.16,107.62,489.0,45174.06,48.32,40.32,161.15,171.76,150.98,41.9,235.45,31.85,1.5887666685236201,13.44,476746.74
MSDP02,104.4,105.4,29656.4,84965.75,345464.75,1225.15,31290.29,4091.29,7317.25,83.38,107.63,457.48,45870.54,33.22,29.33,182.88,164.71,135.77,42.47,248.76,29.85,1.6383723837818798,15.79,448475.79
MSDP02,105.4,106.4,26101.2,78456.19,315741.99,1089.17,29109.63,4221.59,6927.73,97.96,118.71,417.68,43542.27,39.95,23.22,129.43,161.27,122.84,40.3,223.41,28.59,1.5644029232129602,18.85,493301.63
MSDP02,106.4,107.4,25740.65,85929.08,335834.73,1135.35,31295.81,3899.41,7143.8,104.34,136.75,444.35,46061.98,38.97,19.42,128.0,176.23,126.1,42.51,254.43,29.04,1.62667985516314,15.17,461352.46
MSDP02,107.4,108.4,26494.6,84478.12,340713.38,1186.23,32143.0,3557.65,7677.31,89.25,76.15,363.74,46052.59,35.89,5.11589285219848,118.31,177.04,124.31,38.36,272.89,29.08,1.3511590914208302,18.92,456236.16
MSDP02,108.4,109.4,23925.62,84633.03,333581.93,1110.94,31587.22,3787.95,7386.87,114.53,105.26,404.11,45451.64,34.82,5.168672095703339,115.78,167.93,123.02,37.69,234.28,28.47,1.51064636941622,19.72,467049.05
MSDP02,109.4,110.4,24272.55,77940.67,318301.05,1105.16,30501.51,4269.89,7157.35,100.32,123.59,386.9,43508.25,34.01,14.74,115.17,165.31,122.63,40.98,248.39,26.41,1.5431224793988298,15.4,491474.92
MSDP02,110.4,111.4,30408.32,82624.15,326802.43,1166.02,30738.85,3718.17,7262.57,102.7,138.53,387.85,46003.76,40.56,5.1231106165934905,100.56,173.96,121.87,42.0,258.1,28.75,1.56478577831188,19.29,469776.16
MSDP02,111.4,112.4,20716.86,81661.79,323637.55,1173.28,30726.31,3739.53,7379.9,84.11,126.28,366.5,46041.98,34.93,5.34805463650269,138.53,172.0,119.46,40.64,242.72,28.48,1.58145262586122,15.73,483446.78
MSDP02,112.4,113.4,24812.02,85934.92,344754.99,1153.25,32354.35,3651.78,7598.91,97.79,75.67,388.34,46555.28,40.52,5.28809360604882,147.99,180.64,125.4,41.99,264.2,32.7,1.44586010176354,15.29,451676.56
MSDP02,113.4,114.4,23808.15,85768.3,336950.22,1126.58,32494.38,5755.15,7378.18,102.57,131.67,441.68,44754.12,30.72,5.0181844059498895,121.51,176.32,130.61,39.25,260.35,27.36,1.6170092307873503,17.36,460388.13
MSDP02,114.4,115.4,32277.74,89877.79,328876.99,1248.06,33449.32,4926.6,6936.02,102.25,126.06,422.81,47181.66,39.78,4.96945480390906,141.02,181.3,127.9,40.18,273.61,28.5,1.59423046304214,16.67,453603.87
MSDP02,115.4,116.4,17049.56,87792.42,337312.58,1082.45,32619.95,4303.3,7239.18,76.57,150.71,396.69,45472.13,34.18,5.188504276823299,151.94,177.81,161.96,40.4,285.42,27.42,1.6566440447261201,15.57,465518.66
MSDP02,116.4,117.4,23680.93,87132.91,342434.76,1022.46,33349.12,4306.05,7463.7,91.48,111.45,378.11,46787.72,42.2,5.2364002089198,121.92,182.39,145.2,42.08,281.07,30.84,1.54201051323929,18.85,452254.48
MSDP02,117.4,118.4,19395.94,84637.73,344537.1,1117.18,32935.02,4524.13,7455.1,120.15,122.93,432.03,47372.77,41.97,5.3686192455574195,168.43,184.4,206.99,37.92,274.05,33.02,1.62840699931787,17.38,456279.77
MSDP02,118.4,119.4,19931.25,86836.89,340405.98,989.42,33646.76,4106.61,7300.89,110.92,128.8,378.88,46821.01,42.45,5.3802550009809895,157.79,187.6,190.43,38.75,246.66,28.57,1.6122066105266202,16.35,458308.24
MSDP02,119.4,120.4,25090.29,88567.92,341684.58,1038.15,33796.33,4807.13,6857.15,97.0,159.14,415.69,46247.89,37.55,5.16645268253578,145.99,188.71,154.76,40.47,247.9,27.81,1.68513455040311,19.04,450281.36
MSDP02,120.4,121.4,25176.74,88681.78,344187.9,1062.35,34154.47,4695.49,7480.44,119.94,121.68,438.9,47907.56,41.7,5.31453896303122,130.87,190.38,153.55,43.04,233.55,31.36,1.6216071527881002,17.07,445010.23
MSDP02,121.4,122.4,20560.67,84126.2,326829.83,924.16,32708.67,4157.03,7366.34,121.9,89.96,408.1,47548.97,40.04,5.60483535932672,284.65,185.86,137.34,40.2,239.81,29.46,1.5913964383243,19.11,474079.42
MSDP02,122.4,123.4,26718.42,83700.69,334138.69,937.26,31412.56,5734.32,7020.95,144.71,92.13,488.79,41899.01,30.02,5.08346322054503,157.91,167.43,126.48,37.35,237.84,29.83,1.5830814249754899,15.98,466822.72
MSDP02,123.4,124.4,59671.31,72687.51,253574.5,1549.77,24064.67,3851.18,6283.12,115.04,118.13,385.84,44755.96,40.65,15.88,222.01,182.76,129.03,38.7,201.27,28.53,1.5682355332302702,18.4,529022.99
MSDP02,124.4,125.4,17765.35,84910.02,326122.46,1119.98,33032.72,3783.38,7021.97,111.09,83.6,376.81,46010.88,38.69,5.51555178595266,133.89,185.03,121.93,39.61,225.38,28.29,4.19,20.17,478740.31
MSDP02,125.4,126.4,22374.57,85378.61,325376.3,969.71,33265.91,3649.48,7057.65,110.87,106.57,358.29,46357.88,46.13,5.4203846099696,114.48,188.05,117.74,39.93,223.94,26.91,1.46589936768013,16.84,474113.78
MSDP02,126.4,127.4,24212.3,90618.3,338194.63,1105.13,35315.5,4047.7,7353.3,99.23,142.02,379.75,49282.28,43.17,5.5905187022605,414.99,196.61,123.54,39.66,227.86,30.99,5.23,21.07,448036.1
MSDP02,127.4,128.4,25374.39,90500.02,344904.48,1116.95,35658.01,4002.75,7421.9,112.56,138.3,382.72,48095.66,48.31,5.438583253836629,218.12,199.42,128.2,38.79,236.86,32.21,3.94,19.28,441257.58
MSDP02,128.4,129.4,21023.72,85700.92,333995.22,992.84,33446.31,6448.53,7496.97,123.94,81.03,463.74,45648.8,41.02,5.40605244559255,129.22,187.68,130.7,37.43,244.08,29.2,1.44303586864171,18.23,463657.88
MSDP02,129.4,130.9,28237.06,86030.62,334751.99,984.16,33898.9,6386.29,7262.88,93.46,108.04,509.45,46715.7,31.19,5.35334136078324,212.07,184.87,123.16,40.98,231.37,30.39,1.67059136350373,23.02,454044.31
MSDP02,130.9,131.65,25740.42,87877.29,336276.13,1040.78,34582.77,8469.93,7449.98,105.8,77.3,558.75,46352.14,41.54,5.419186002106169,143.28,192.41,118.88,41.46,239.04,29.87,1.49892302016117,18.93,450528.63
MSDP02,131.65,132.4,23814.26,88532.44,334124.77,1033.08,34258.35,10755.15,7483.61,78.26,124.82,677.49,46750.68,32.98,5.2981937430479,115.63,188.45,115.98,42.4,246.47,30.18,1.6610887570616102,19.88,451456.31
MSDP02,132.4,133.4,29976.01,82028.33,307294.38,913.33,30572.75,24325.34,6764.04,102.3,106.07,1331.4,44272.95,35.02,5.431029733508719,153.13,177.34,112.01,36.55,231.72,28.94,1.68944389602828,18.26,471431.0
MSDP02,133.4,134.4,27910.36,79492.19,298795.1,853.0,29430.06,33379.42,6351.8,81.1,70.3,1545.23,40249.42,29.32,5.370443236769179,120.59,161.47,107.38,36.34,223.07,25.89,1.5764852624864298,17.43,481019.58
MSDP02,134.4,135.4,31392.78,82916.59,312237.84,871.64,32108.88,25157.67,6109.99,116.66,94.94,1265.87,41217.31,31.41,5.200291648525179,119.24,175.8,111.15,34.89,214.5,26.81,1.6457688551670602,17.39,465678.98
MSDP02,135.4,136.6,28895.06,83343.07,327387.36,884.38,31904.33,20190.02,6173.58,125.73,62.18,1091.08,40411.37,38.42,5.24427273854083,120.23,165.83,119.02,35.3,230.85,27.58,1.49031727779307,20.03,458692.42
MSDP02,136.6,137.8,30239.44,84066.99,313309.51,944.54,32719.48,22659.17,6191.46,137.79,106.77,1059.18,41112.97,43.48,5.4903789209654805,291.88,179.5,125.54,35.11,227.54,27.82,1.7279651670644098,20.82,466402.76
MSDP02,137.8,138.4,31803.14,79981.85,284457.04,843.64,29883.98,31102.59,5858.98,120.07,86.56,1355.12,40546.96,42.74,5.6281270240371395,208.08,169.55,113.12,36.1,196.16,25.43,1.6615774093099698,17.02,493045.54
MSDP02,138.4,139.4,34130.24,75074.7,313130.51,943.01,30917.47,32369.6,5250.33,83.98,114.61,1269.56,37205.67,30.06,5.24188040408571,322.14,158.54,114.04,28.08,211.57,22.94,3.89,19.14,468485.09
MSDP02,139.4,140.4,28114.81,77374.29,320503.58,911.79,33180.88,28278.87,5246.42,115.11,96.93,1070.16,37559.38,32.66,5.116815144427219,168.01,161.86,116.31,28.76,217.06,22.34,3.52,20.33,466648.34
MSDP02,140.4,141.4,23190.79,77921.07,329012.53,772.27,33363.56,22348.87,5334.62,103.24,100.08,952.04,36753.98,31.28,5.094666510396889,125.73,163.17,118.86,31.42,236.07,22.79,3.4,23.44,469309.15
MSDP02,141.4,142.4,32114.87,83451.27,315604.26,841.99,34442.19,24975.75,5676.61,102.59,96.22,1069.35,41320.95,46.29,5.5119665819557,297.55,180.37,119.06,34.39,217.79,24.09,1.69772919445521,20.79,459234.93
MSDP02,142.4,143.4,36619.59,83027.21,312690.18,876.04,34407.54,28108.31,5810.62,84.59,120.66,1084.96,40767.95,27.3,5.00120544413078,156.41,184.69,116.44,34.23,233.35,22.1,1.7050404713339498,20.96,455471.86
MSDP02,143.4,144.4,38162.87,80277.62,312619.59,870.96,32095.84,27424.84,5228.56,101.91,89.31,1144.69,37465.06,39.94,4.99261947489675,107.45,169.92,113.33,32.01,243.69,25.22,1.5717466115933898,15.68,463678.18
MSDP02,144.4,145.4,34973.17,80761.65,284485.87,998.8,31942.54,12932.36,4999.91,88.16,133.76,791.92,44180.03,38.78,5.51845013520144,276.72,189.17,115.41,32.38,188.92,23.94,1.72155312380862,17.87,502434.65
MSDP02,145.4,146.4,27698.5,82224.13,344267.64,894.4,36456.74,10247.79,5174.61,78.93,150.47,603.14,39308.07,31.13,4.83797070039769,184.37,184.97,117.46,31.98,265.16,23.89,4.39,18.25,451918.88
MSDP02,146.4,147.4,30964.38,79584.82,316139.87,950.83,34018.51,15827.33,5115.77,103.54,92.24,849.86,40937.15,32.09,5.08148577567853,140.55,186.69,112.28,33.71,241.86,27.15,1.60654680986404,17.94,474491.26
MSDP02,147.4,148.36,28875.96,83609.84,333272.02,905.63,36071.24,13085.11,5570.52,101.77,102.07,700.25,40866.34,38.03,5.02657859436909,171.8,185.34,117.02,31.22,256.95,23.07,1.59103570796728,19.19,455876.18
MSDP02,148.36,149.33,29430.56,84352.56,327646.64,873.11,36358.33,16123.62,5413.95,108.78,150.09,818.93,43072.96,37.0,4.99813895691937,148.27,193.03,113.5,35.57,257.82,22.64,1.7082083244985402,20.84,454730.2
MSDP02,149.33,150.3,31975.17,78680.25,330894.19,965.42,34125.65,19302.04,6075.43,72.02,103.25,838.76,41439.31,36.27,4.94557240443767,93.95,182.89,104.47,34.41,306.4,26.18,1.5455339641276202,19.42,454627.7
MSDP02,150.3,151.33,27280.75,72415.71,334434.33,845.92,31046.29,16279.83,5086.74,87.99,114.77,805.85,38518.91,40.96,5.07150420260331,129.97,169.66,96.31,29.44,264.06,21.36,1.5881592230853798,15.82,472207.73
MSDP02,151.33,152.36,32487.12,69847.05,347883.91,765.52,30048.78,17882.82,4868.19,83.3,132.47,956.62,37584.04,33.93,4.72605183526392,238.63,155.1,94.32,27.83,343.34,22.63,3.99,17.78,456403.69
MSDP02,152.36,153.4,22174.97,56955.69,370945.94,611.19,25554.68,20674.26,3531.75,64.82,97.76,1143.09,28350.56,18.63,4.315800684517581,131.69,122.03,79.64,22.01,247.87,16.66,4.13,10.17,469153.06
MSDP02,153.4,154.4,22596.13,51819.85,371169.35,516.96,23498.88,24463.04,3081.2,71.32,89.53,1335.82,25734.9,16.64,3.91370735353112,92.54,105.99,71.8,19.46,247.47,13.35,1.5949311427861002,11.82,475001.77
MSDP02,154.4,155.4,21005.27,58067.59,358649.72,590.47,25608.87,25569.69,3912.27,52.21,105.05,1151.67,28493.5,24.39,4.68123038168709,139.62,124.94,81.49,24.83,267.53,16.38,3.39,11.53,476010.63
MSDP02,155.4,156.4,26437.23,59539.65,345121.88,762.1,25860.56,30834.16,4411.8,69.39,93.16,1116.43,28715.39,28.01,4.60201243308241,99.22,129.11,83.18,28.42,302.49,19.08,1.5799746027734198,14.81,476257.66
MSDP02,156.4,157.4,29631.89,56437.34,330093.09,654.54,24284.23,28470.31,3966.21,63.42,78.83,1086.43,27076.47,27.38,4.72410176337943,105.9,121.25,73.4,24.99,247.54,15.79,1.4965918279187598,14.96,497451.1
MSDP02,157.4,158.4,28594.98,56655.01,341787.07,630.89,24781.71,25577.39,4154.13,70.86,114.48,1038.19,28201.93,18.45,4.63428848319927,159.01,129.24,78.07,24.93,241.68,17.7,1.70859657755694,15.51,487625.1
MSDP02,158.4,159.4,14419.8,39793.61,278214.29,351.15,21974.69,23244.21,4142.89,40.56,67.42,1025.38,25093.43,19.65,5.75145816809085,100.42,121.96,79.77,25.33,280.43,26.9,13.31,15.78,590867.34
MSDP02,159.4,160.4,32173.2,54655.98,369699.25,582.08,24064.44,25241.47,3758.29,120.17,114.07,1139.65,25439.18,21.42,4.003612736689471,100.22,118.66,77.87,23.06,243.26,14.78,1.66133297489718,10.89,462323.86
MSDP02,160.4,161.4,21223.78,50799.35,365336.97,544.39,22720.97,29891.24,3809.83,132.52,94.78,1253.2,25437.43,23.05,13.87,125.04,114.37,83.89,19.45,224.5,15.4,1.6284216504717202,12.9,478021.02
MSDP02,161.4,162.4,24156.08,54740.31,341702.67,562.15,24001.51,42807.84,3943.46,102.09,100.37,1381.22,27412.07,22.22,11.3,106.68,122.87,88.65,24.14,202.4,17.6,4.01,12.66,478395.59
MSDP02,162.4,163.4,31942.44,57679.93,312008.26,633.97,23570.14,51258.31,3784.63,80.69,125.99,1450.53,28549.83,34.8,20.49,116.34,123.74,88.7,25.87,192.88,14.61,1.68936065559683,14.97,488228.08
MSDP02,163.4,164.4,31326.75,60477.9,314948.44,666.4,24654.64,52598.37,4115.35,80.26,77.8,1541.62,30646.92,33.09,24.48,147.11,131.75,89.23,25.74,191.77,17.68,1.61713724465711,14.13,478119.37
MSDP02,164.4,165.4,33143.81,57498.69,318250.59,600.81,24352.58,53811.34,3955.41,88.11,105.07,1462.56,29200.74,26.25,44.12,119.91,128.74,86.26,25.93,194.32,14.07,1.67705566230906,13.28,476817.5
MSDP02,165.4,166.4,31200.15,80490.1,306083.02,575.21,31750.89,20722.8,3499.79,97.55,97.76,937.16,41552.34,35.41,46.73,217.09,183.26,86.58,23.1,157.47,13.63,1.62020495842803,12.36,482135.22
MSDP02,166.4,167.4,26168.3,65454.11,353231.13,499.61,26231.23,19194.68,2961.07,73.52,159.03,891.94,28425.69,21.07,53.93,116.89,133.05,71.32,19.19,197.78,12.37,4.47,8.93,475969.28
MSDP02,167.4,168.4,25093.3,68140.5,345688.33,511.1,28197.25,20270.47,3034.15,96.0,114.44,920.31,31529.79,37.56,46.09,129.85,150.22,77.32,20.03,161.05,12.59,4.99,11.06,475655.88
MSDP02,168.4,169.4,27516.21,70693.09,345845.74,527.29,28695.7,18289.51,2852.06,91.7,87.43,845.81,31262.59,32.26,44.86,182.81,152.19,73.94,19.08,161.21,13.85,1.59973771544483,10.81,472505.72
MSDP02,169.4,170.4,23584.29,60223.04,360013.5,454.71,26000.59,20187.22,2863.55,76.06,72.95,897.76,27631.45,25.95,26.52,185.7,137.3,73.18,19.52,204.57,12.81,3.33,10.55,477199.45
MSDP02,170.4,170.9,22016.35,49311.76,380935.82,388.11,22968.66,20002.98,2462.39,97.76,84.62,825.17,21482.01,20.94,28.96,98.22,116.5,68.81,13.74,190.63,11.29,1.50310923843931,11.17,478802.96
MSDP02,170.9,171.92,35103.5,84911.74,296642.05,832.56,33604.01,20015.36,3852.34,100.31,143.03,994.48,53264.94,43.77,22.16,1568.52,197.23,99.13,28.37,136.59,15.61,8.9,15.96,468233.71
MSDP02,171.92,172.95,23174.09,65274.63,349746.24,671.58,27492.29,14344.94,2920.49,68.78,275.57,694.01,42048.49,30.65,31.41,1040.51,146.66,78.69,18.7,244.82,10.06,12.47,13.47,471510.64
MSDP02,172.95,173.1,21677.3,60465.35,361647.23,497.69,25779.96,13201.42,2715.34,69.15,235.33,648.71,35865.12,38.7,73.51,691.91,138.62,72.0,17.42,185.07,9.87,12.65,11.59,475796.21
MSDP02,173.1,174.1,18539.83,53982.03,359555.0,564.2,23561.56,18438.21,2947.49,96.5,194.65,843.59,34808.5,38.19,26.62,1381.74,124.53,78.28,19.31,182.79,11.65,8.12,15.76,484413.31
MSDP02,174.1,175.1,22074.47,51931.97,364065.38,531.25,23903.6,18655.41,2937.02,68.49,184.36,877.55,34736.18,40.6,62.44,1008.69,121.9,75.68,17.42,174.82,12.1,10.07,10.24,478358.93
MSDP02,175.1,176.1,24440.11,53176.92,368823.65,604.21,23827.43,17305.42,2948.76,93.38,178.08,817.66,34568.39,26.86,26.97,602.38,122.47,73.7,19.57,203.98,10.5,12.57,11.8,471957.83
MSDP02,176.1,177.1,23368.86,45328.41,359131.07,491.42,21496.71,16753.28,2768.46,48.7,189.1,726.82,30702.54,28.31,25.88,334.45,109.79,69.37,16.47,201.98,13.02,8.33,10.2,498057.44
MSDP02,177.1,178.1,16628.23,43091.36,391483.6,382.66,20809.64,16549.48,2527.21,39.55,221.52,700.02,30294.77,24.01,29.22,256.59,101.97,64.01,14.5,199.97,12.7,12.79,9.26,476413.18
MSDP02,178.1,179.1,25202.84,42113.52,405115.19,476.92,20251.83,15159.81,2435.95,65.84,160.62,643.11,24573.55,19.05,19.93,202.59,92.84,62.85,13.33,184.77,10.95,11.53,12.29,463058.67
MSDP02,179.1,179.56,11847.58,38341.24,372653.09,402.95,19344.93,14847.43,2202.37,74.93,174.68,662.76,25717.27,18.87,23.57,350.34,93.46,60.25,13.33,173.27,10.8,9.8,9.5,512881.93
MSDP02,179.56,180.03,12051.92,31928.94,374916.77,407.36,16751.38,13115.85,2028.64,64.87,140.52,550.82,20730.86,15.23,28.18,310.68,79.84,51.07,10.39,176.51,7.46,7.5,9.0,526529.29
MSDP02,180.03,180.5,12743.47,33695.95,390186.25,384.26,18038.91,13223.68,2042.07,47.96,138.56,545.1,20747.8,13.04,12.95,403.21,85.94,52.56,11.15,172.16,7.32,6.52,9.19,507335.23
MSDP02,180.5,181.5,17588.43,46737.02,373620.9,406.27,22502.32,11473.8,2103.97,49.26,147.09,539.59,26773.06,22.59,4.68944249820865,226.55,115.88,56.35,12.15,173.69,9.92,7.85,9.9,497344.64
MSDP02,181.5,182.5,14980.68,36944.31,414802.73,371.57,19675.71,13571.56,2330.82,58.25,143.18,588.16,23052.86,21.38,16.26,429.59,96.22,56.08,14.57,176.68,9.26,9.42,9.47,472540.66
MSDP02,182.5,183.5,19731.88,47652.75,394317.19,391.11,22739.78,12228.18,2173.76,72.27,144.4,556.89,25460.56,16.72,4.06165343269049,223.07,112.7,57.25,14.64,185.05,8.82,6.66,8.48,473801.54
MSDP02,183.5,184.33,19895.95,49196.22,348989.79,672.71,22298.42,17358.85,3650.9,84.68,130.54,842.66,32555.49,29.64,24.12,707.23,116.18,83.32,20.5,155.01,14.4,5.33,11.29,503038.08
MSDP02,184.33,185.5,20213.21,49955.33,384887.23,1359.18,22652.99,14073.04,4348.94,65.97,175.23,660.12,30068.21,21.53,19.58,412.51,107.18,86.13,22.65,269.64,15.2,6.25,10.44,470456.61
MSDP02,185.5,186.83,18493.3,36792.63,406779.13,396.56,19751.45,15767.67,2465.91,58.72,114.07,596.62,20596.8,20.55,4.401373953662691,149.9,91.05,58.78,13.0,204.27,10.01,7.87,8.62,477541.39
MSDP02,186.83,188.16,15151.39,41115.89,405246.83,590.22,20494.88,15864.35,2760.51,64.0,143.9,641.38,22909.98,20.46,10.97,223.43,94.77,65.53,16.13,227.92,11.29,5.89,10.85,474252.54
MSDP02,188.16,189.5,15602.98,38195.61,401692.81,384.67,19959.32,16623.4,2431.93,77.86,113.23,672.99,21769.37,14.37,16.39,166.23,91.56,63.87,13.27,185.42,9.49,7.15,10.45,481824.34
MSDP02,189.5,190.5,20761.73,42678.04,400741.75,510.74,21466.36,17419.38,2679.94,58.07,116.03,724.9,23884.89,27.01,13.29,291.88,104.1,69.46,17.23,177.21,11.83,6.36,12.44,468136.61
MSDP02,190.5,191.5,16610.65,49012.05,393521.31,784.41,22878.95,16372.62,3306.99,81.75,139.78,671.1,27709.11,32.72,18.08,287.49,108.33,76.11,19.39,186.47,14.32,6.8,9.04,468046.69
MSDP02,191.5,192.5,17988.68,42372.76,399295.77,483.19,20980.56,15951.94,2408.66,89.94,103.64,669.68,22209.88,12.74,4.00627502832452,200.65,97.79,62.08,15.39,174.22,7.94,8.26,9.45,476780.95
